date,game_id,stadium,away_team,home_team,away_score,home_score,status,away_result,home_result,away_hit,home_hit,away_hr,home_hr
2025-03-27,20250327HHLG0,잠실,한화,LG,1,2,종료,패,승,2,5,0,0
2025-03-27,20250327LTSK0,문학,롯데,SSG,2,5,종료,패,승,2,11,0,0
2025-03-27,20250327NCSS0,대구,NC,삼성,11,5,종료,승,패,17,5,1,1
2025-03-27,20250327OBKT0,수원,두산,KT,3,4,종료,패,승,8,7,1,1
2025-03-27,20250327WOHT0,광주,키움,KIA,5,3,종료,승,패,9,6,0,1
2025-03-28,20250328SSOB0,잠실,삼성,두산,0,2,종료,패,승,6,4,0,0
2025-03-28,20250328KTLT0,사직,KT,롯데,2,0,종료,승,패,7,4,0,0
2025-03-28,20250328LGNC0,창원,LG,NC,8,4,종료,승,패,11,9,1,0
2025-03-28,20250328SKWO0,고척,SSG,키움,3,9,종료,패,승,7,11,1,1
2025-03-28,20250328HTHH0,대전,KIA,한화,2,7,종료,패,승,8,7,1,1
2025-03-29,20250329SKWO0,고척,SSG,키움,1,3,종료,패,승,7,9,0,2
2025-03-29,20250329HTHH0,대전,KIA,한화,4,5,종료,패,승,6,9,2,0
2025-03-29,20250329SSOB0,잠실,삼성,두산,13,2,종료,승,패,15,3,0,0
2025-03-29,20250329KTLT0,사직,KT,롯데,1,3,종료,패,승,6,8,0,1
2025-03-29,20250329LGNC0,창원,LG,NC,14,4,종료,승,패,12,8,2,3
2025-03-30,20250330SSOB0,잠실,삼성,두산,3,2,종료,승,패,5,4,0,1
2025-03-30,20250330KTLT0,사직,KT,롯데,4,4,종료,무,무,7,10,0,1
2025-03-30,20250330LGNC0,창원,LG,NC,0,0,예정,예정,예정,0,0,0,0
2025-03-30,20250330SKWO0,고척,SSG,키움,8,2,종료,승,패,6,7,1,1
2025-03-30,20250330HTHH0,대전,KIA,한화,5,3,종료,승,패,11,6,1,0
2025-03-31,20250401WOOB0,잠실,키움,두산,0,0,예정,예정,예정,0,0,0,0
2025-03-31,20250401SKNC0,창원,SSG,NC,0,0,예정,예정,예정,0,0,0,0
2025-03-31,20250401LGKT0,수원,LG,KT,0,0,예정,예정,예정,0,0,0,0
2025-03-31,20250401SSHT0,광주,삼성,KIA,0,0,예정,예정,예정,0,0,0,0
2025-03-31,20250401LTHH0,대전,롯데,한화,0,0,예정,예정,예정,0,0,0,0
2025-04-01,20250401WOOB0,잠실,키움,두산,0,0,예정,예정,예정,0,0,0,0
2025-04-01,20250401SKNC0,창원,SSG,NC,0,0,예정,예정,예정,0,0,0,0
2025-04-01,20250401LGKT0,수원,LG,KT,0,0,예정,예정,예정,0,0,0,0
2025-04-01,20250401SSHT0,광주,삼성,KIA,0,0,예정,예정,예정,0,0,0,0
2025-04-01,20250401LTHH0,대전,롯데,한화,0,0,예정,예정,예정,0,0,0,0
2025-04-02,20250402WOOB0,잠실,키움,두산,3,5,종료,패,승,5,7,1,1
2025-04-02,20250402SKNC0,창원,SSG,NC,0,0,예정,예정,예정,0,0,0,0
2025-04-02,20250402LGKT0,수원,LG,KT,5,9,종료,패,승,9,9,1,1
2025-04-02,20250402SSHT0,광주,삼성,KIA,4,2,종료,승,패,7,4,0,1
2025-04-02,20250402LTHH0,대전,롯데,한화,6,2,종료,승,패,10,8,2,0
2025-04-03,20250403WOOB0,잠실,키움,두산,1,6,종료,패,승,7,8,0,2
2025-04-03,20250403SKNC0,창원,SSG,NC,0,0,예정,예정,예정,0,0,0,0
2025-04-03,20250403LGKT0,수원,LG,KT,5,1,종료,승,패,9,7,1,0
2025-04-03,20250403SSHT0,광주,삼성,KIA,1,3,종료,패,승,4,4,0,0
2025-04-03,20250403LTHH0,대전,롯데,한화,4,2,종료,승,패,10,7,0,0
2025-04-04,20250404HTLG0,잠실,KIA,LG,2,8,종료,패,승,10,10,0,0
2025-04-04,20250404KTSK0,문학,KT,SSG,2,3,종료,패,승,10,8,0,0
2025-04-04,20250404OBLT0,사직,두산,롯데,15,3,종료,승,패,19,8,1,0
2025-04-04,20250404HHSS0,대구,한화,삼성,0,5,종료,패,승,3,9,0,2
2025-04-04,20250404NCWO0,고척,NC,키움,1,5,종료,패,승,6,7,0,1
2025-04-05,20250405HTLG0,잠실,KIA,LG,0,0,예정,예정,예정,0,0,0,0
2025-04-05,20250405HHSS0,대구,한화,삼성,7,6,종료,승,패,8,10,2,3
2025-04-05,20250405KTSK0,문학,KT,SSG,0,0,예정,예정,예정,0,0,0,0
2025-04-05,20250405OBLT0,사직,두산,롯데,1,6,종료,패,승,7,11,0,1
2025-04-05,20250405NCWO0,고척,NC,키움,7,5,종료,승,패,12,4,1,1
2025-04-06,20250406HTLG0,잠실,KIA,LG,1,5,종료,패,승,4,6,0,0
2025-04-06,20250406KTSK0,문학,KT,SSG,0,1,종료,패,승,6,7,0,0
2025-04-06,20250406OBLT0,사직,두산,롯데,15,12,종료,승,패,20,12,1,1
2025-04-06,20250406HHSS0,대구,한화,삼성,0,10,종료,패,승,1,13,0,1
2025-04-06,20250406NCWO0,고척,NC,키움,8,2,종료,승,패,13,5,2,0
2025-04-07,20250408HHOB0,잠실,한화,두산,5,6,종료,패,승,12,11,1,1
2025-04-07,20250408HTLT0,사직,KIA,롯데,5,4,종료,승,패,8,12,0,0
2025-04-07,20250408SKSS0,대구,SSG,삼성,3,7,종료,패,승,7,11,1,1
2025-04-07,20250408NCKT0,수원,NC,KT,2,3,종료,패,승,4,4,1,0
2025-04-07,20250408LGWO0,고척,LG,키움,13,1,종료,승,패,12,6,2,0
2025-04-08,20250408HHOB0,잠실,한화,두산,5,6,종료,패,승,12,11,1,1
2025-04-08,20250408HTLT0,사직,KIA,롯데,5,4,종료,승,패,8,12,0,0
2025-04-08,20250408SKSS0,대구,SSG,삼성,3,7,종료,패,승,7,11,1,1
2025-04-08,20250408NCKT0,수원,NC,KT,2,3,종료,패,승,4,4,1,0
2025-04-08,20250408LGWO0,고척,LG,키움,13,1,종료,승,패,12,6,2,0
2025-04-09,20250409HHOB0,잠실,한화,두산,5,4,종료,승,패,9,9,0,0
2025-04-09,20250409HTLT0,사직,KIA,롯데,3,1,종료,승,패,6,10,1,0
2025-04-09,20250409SKSS0,대구,SSG,삼성,3,1,종료,승,패,10,10,1,1
2025-04-09,20250409NCKT0,수원,NC,KT,1,4,종료,패,승,6,6,0,2
2025-04-09,20250409LGWO0,고척,LG,키움,0,4,종료,패,승,4,6,0,3
2025-04-10,20250410HHOB0,잠실,한화,두산,7,2,종료,승,패,13,4,0,1
2025-04-10,20250410HTLT0,사직,KIA,롯데,3,8,종료,패,승,6,13,0,1
2025-04-10,20250410SKSS0,대구,SSG,삼성,2,3,종료,패,승,11,7,0,0
2025-04-10,20250410NCKT0,수원,NC,KT,7,0,종료,승,패,9,3,3,0
2025-04-10,20250410LGWO0,고척,LG,키움,7,3,종료,승,패,13,8,1,1
2025-04-11,20250411OBLG0,잠실,두산,LG,2,5,종료,패,승,4,8,0,2
2025-04-11,20250411LTNC0,사직,롯데,NC,7,5,종료,승,패,13,6,0,1
2025-04-11,20250411SSKT0,수원,삼성,KT,3,5,종료,패,승,6,9,1,0
2025-04-11,20250411SKHT0,광주,SSG,KIA,9,3,종료,승,패,12,7,0,1
2025-04-11,20250411WOHH0,대전,키움,한화,2,12,종료,패,승,4,17,0,2
2025-04-12,20250412OBLG0,잠실,두산,LG,0,4,종료,패,승,5,7,0,0
2025-04-12,20250412SSKT0,수원,삼성,KT,0,0,예정,예정,예정,0,0,0,0
2025-04-12,20250412LTNC0,사직,롯데,NC,2,0,종료,승,패,10,3,0,0
2025-04-12,20250412SKHT0,광주,SSG,KIA,0,0,예정,예정,예정,0,0,0,0
2025-04-12,20250412WOHH0,대전,키움,한화,6,2,종료,승,패,14,9,1,0
2025-04-13,20250413OBLG0,잠실,두산,LG,9,2,종료,승,패,12,7,1,0
2025-04-13,20250413LTNC0,사직,롯데,NC,6,9,종료,패,승,8,7,0,3
2025-04-13,20250413SSKT0,수원,삼성,KT,5,6,종료,패,승,11,12,0,0
2025-04-13,20250413SKHT0,광주,SSG,KIA,5,11,종료,패,승,5,14,0,2
2025-04-13,20250413WOHH0,대전,키움,한화,1,7,종료,패,승,6,17,0,0
2025-04-14,20250415SSLG0,잠실,삼성,LG,0,3,종료,패,승,0,11,0,0
2025-04-14,20250415HHSK0,문학,한화,SSG,2,0,종료,승,패,4,2,0,0
2025-04-14,20250415WOLT0,사직,키움,롯데,6,8,종료,패,승,9,13,1,1
2025-04-14,20250415OBNC0,창원,두산,NC,0,0,예정,예정,예정,0,0,0,0
2025-04-14,20250415KTHT0,광주,KT,KIA,0,1,종료,패,승,6,5,0,1
2025-04-15,20250415SSLG0,잠실,삼성,LG,0,3,종료,패,승,0,11,0,0
2025-04-15,20250415HHSK0,문학,한화,SSG,2,0,종료,승,패,4,2,0,0
2025-04-15,20250415WOLT0,사직,키움,롯데,6,8,종료,패,승,9,13,1,1
2025-04-15,20250415OBNC0,창원,두산,NC,0,0,예정,예정,예정,0,0,0,0
2025-04-15,20250415KTHT0,광주,KT,KIA,0,1,종료,패,승,6,5,0,1
2025-04-16,20250416SSLG0,잠실,삼성,LG,2,12,종료,패,승,8,10,0,1
2025-04-16,20250416HHSK0,문학,한화,SSG,10,4,종료,승,패,12,10,2,0
2025-04-16,20250416WOLT0,사직,키움,롯데,4,6,종료,패,승,8,15,0,0
2025-04-16,20250416OBNC0,창원,두산,NC,0,0,예정,예정,예정,0,0,0,0
2025-04-16,20250416KTHT0,광주,KT,KIA,3,0,종료,승,패,6,1,1,0
2025-04-17,20250417SSLG0,잠실,삼성,LG,6,3,종료,승,패,10,9,1,1
2025-04-17,20250417HHSK0,문학,한화,SSG,4,2,종료,승,패,8,8,0,0
2025-04-17,20250417WOLT0,사직,키움,롯데,1,7,종료,패,승,9,11,0,0
2025-04-17,20250417OBNC0,창원,두산,NC,0,0,예정,예정,예정,0,0,0,0
2025-04-17,20250417KTHT0,광주,KT,KIA,4,5,종료,패,승,13,13,1,1
2025-04-18,20250418HTOB0,잠실,KIA,두산,1,7,종료,패,승,3,11,1,0
2025-04-18,20250418LGSK0,문학,LG,SSG,5,1,종료,승,패,9,4,1,0
2025-04-18,20250418LTSS0,대구,롯데,삼성,8,1,종료,승,패,13,10,3,1
2025-04-18,20250418KTWO0,고척,KT,키움,3,4,종료,패,승,9,10,0,0
2025-04-18,20250418NCHH0,대전,NC,한화,4,12,종료,패,승,8,14,0,2
2025-04-19,20250419HTOB0,잠실,KIA,두산,8,4,종료,승,패,10,10,1,1
2025-04-19,20250419LGSK0,문학,LG,SSG,11,4,종료,승,패,15,7,1,0
2025-04-19,20250419LTSS0,대구,롯데,삼성,3,10,종료,패,승,9,13,1,4
2025-04-19,20250419KTWO0,고척,KT,키움,11,1,종료,승,패,10,5,1,0
2025-04-19,20250419NCHH0,대전,NC,한화,2,7,종료,패,승,5,8,0,2
2025-04-20,20250420HTOB0,잠실,KIA,두산,6,2,종료,승,패,9,11,0,0
2025-04-20,20250420LGSK0,문학,LG,SSG,3,9,종료,패,승,5,10,1,1
2025-04-20,20250420LTSS0,대구,롯데,삼성,4,3,종료,승,패,8,9,2,0
2025-04-20,20250420KTWO0,고척,KT,키움,5,0,종료,승,패,10,3,0,0
2025-04-20,20250420NCHH0,대전,NC,한화,1,7,종료,패,승,3,13,0,1
2025-04-21,20250422NCLG0,잠실,NC,LG,6,5,종료,승,패,12,9,1,2
2025-04-21,20250422HHLT0,사직,한화,롯데,0,0,예정,예정,예정,0,0,0,0
2025-04-21,20250422HTSS0,대구,KIA,삼성,0,0,예정,예정,예정,0,0,0,0
2025-04-21,20250422SKKT0,수원,SSG,KT,3,9,종료,패,승,9,15,0,1
2025-04-21,20250422OBWO0,고척,두산,키움,4,5,종료,패,승,8,9,2,1
2025-04-22,20250422NCLG0,잠실,NC,LG,6,5,종료,승,패,12,9,1,2
2025-04-22,20250422HHLT0,사직,한화,롯데,0,0,예정,예정,예정,0,0,0,0
2025-04-22,20250422HTSS0,대구,KIA,삼성,0,0,예정,예정,예정,0,0,0,0
2025-04-22,20250422SKKT0,수원,SSG,KT,3,9,종료,패,승,9,15,0,1
2025-04-22,20250422OBWO0,고척,두산,키움,4,5,종료,패,승,8,9,2,1
2025-04-23,20250423NCLG0,잠실,NC,LG,0,3,종료,패,승,1,6,0,0
2025-04-23,20250423HHLT0,사직,한화,롯데,6,4,종료,승,패,8,13,0,0
2025-04-23,20250423HTSS0,대구,KIA,삼성,2,7,종료,패,승,8,12,0,2
2025-04-23,20250423SKKT0,수원,SSG,KT,11,5,종료,승,패,17,5,4,2
2025-04-23,20250423OBWO0,고척,두산,키움,8,2,종료,승,패,12,5,1,1
2025-04-24,20250424NCLG0,잠실,NC,LG,3,1,종료,승,패,7,6,0,0
2025-04-24,20250424HHLT0,사직,한화,롯데,3,5,종료,패,승,4,9,0,1
2025-04-24,20250424HTSS0,대구,KIA,삼성,5,17,종료,패,승,10,21,2,3
2025-04-24,20250424SKKT0,수원,SSG,KT,6,5,종료,승,패,6,9,0,0
2025-04-24,20250424OBWO0,고척,두산,키움,9,3,종료,승,패,11,7,2,0
2025-04-25,20250425LTOB0,잠실,롯데,두산,8,2,종료,승,패,10,5,1,0
2025-04-25,20250425WOSK0,문학,키움,SSG,3,4,종료,패,승,3,9,1,1
2025-04-25,20250425NCSS0,대구,NC,삼성,6,10,종료,패,승,7,10,1,1
2025-04-25,20250425LGHT0,광주,LG,KIA,6,5,종료,승,패,9,11,0,0
2025-04-25,20250425KTHH0,대전,KT,한화,2,1,종료,승,패,6,5,0,1
2025-04-26,20250426LTOB0,잠실,롯데,두산,7,4,종료,승,패,13,8,0,0
2025-04-26,20250426LGHT0,광주,LG,KIA,4,8,종료,패,승,5,11,1,2
2025-04-26,20250426WOSK0,문학,키움,SSG,2,1,종료,승,패,6,4,0,0
2025-04-26,20250426NCSS0,대구,NC,삼성,1,9,종료,패,승,7,11,1,0
2025-04-26,20250426KTHH0,대전,KT,한화,1,2,종료,패,승,3,7,0,0
2025-04-27,20250427LTOB0,잠실,롯데,두산,4,13,종료,패,승,7,13,1,1
2025-04-27,20250427WOSK0,문학,키움,SSG,7,3,종료,승,패,11,10,1,1
2025-04-27,20250427NCSS0,대구,NC,삼성,4,8,종료,패,승,7,14,0,2
2025-04-27,20250427LGHT0,광주,LG,KIA,2,3,종료,패,승,5,9,0,1
2025-04-27,20250427KTHH0,대전,KT,한화,3,4,종료,패,승,6,7,0,0
2025-04-28,20250429KTOB0,잠실,KT,두산,3,2,종료,승,패,7,6,0,0
2025-04-28,20250429SSSK0,문학,삼성,SSG,3,1,종료,승,패,9,4,1,0
2025-04-28,20250429NCHT0,광주,NC,KIA,3,13,종료,패,승,7,14,1,0
2025-04-28,20250429LTWO0,고척,롯데,키움,9,3,종료,승,패,17,4,0,1
2025-04-28,20250429LGHH0,대전,LG,한화,2,3,종료,패,승,6,6,1,2
2025-04-29,20250429KTOB0,잠실,KT,두산,3,2,종료,승,패,7,6,0,0
2025-04-29,20250429SSSK0,문학,삼성,SSG,3,1,종료,승,패,9,4,1,0
2025-04-29,20250429NCHT0,광주,NC,KIA,3,13,종료,패,승,7,14,1,0
2025-04-29,20250429LTWO0,고척,롯데,키움,9,3,종료,승,패,17,4,0,1
2025-04-29,20250429LGHH0,대전,LG,한화,2,3,종료,패,승,6,6,1,2
2025-04-30,20250430KTOB0,잠실,KT,두산,8,3,종료,승,패,11,7,1,1
2025-04-30,20250430SSSK0,문학,삼성,SSG,6,6,종료,무,무,14,10,3,2
2025-04-30,20250430NCHT0,광주,NC,KIA,7,0,종료,승,패,11,5,2,0
2025-04-30,20250430LTWO0,고척,롯데,키움,10,9,종료,승,패,15,11,1,2
2025-04-30,20250430LGHH0,대전,LG,한화,2,5,종료,패,승,6,9,1,2
2025-05-01,20250501KTOB0,잠실,KT,두산,3,3,종료,무,무,4,8,2,0
2025-05-01,20250501SSSK0,문학,삼성,SSG,1,4,종료,패,승,6,9,0,1
2025-05-01,20250501NCHT0,광주,NC,KIA,0,0,예정,예정,예정,0,0,0,0
2025-05-01,20250501LTWO0,고척,롯데,키움,5,0,종료,승,패,8,4,0,0
2025-05-01,20250501LGHH0,대전,LG,한화,0,0,예정,예정,예정,0,0,0,0
2025-05-02,20250502SKLG0,잠실,SSG,LG,2,1,종료,승,패,5,6,1,0
2025-05-02,20250502NCLT0,사직,NC,롯데,3,4,종료,패,승,5,7,0,0
2025-05-02,20250502OBSS0,대구,두산,삼성,2,6,종료,패,승,6,9,0,1
2025-05-02,20250502WOKT0,수원,키움,KT,5,3,종료,승,패,17,9,0,1
2025-05-02,20250502HHHT0,광주,한화,KIA,3,2,종료,승,패,8,6,2,0
2025-05-03,20250503HHHT0,광주,한화,KIA,0,0,예정,예정,예정,0,0,0,0
2025-05-03,20250503SKLG0,잠실,SSG,LG,1,4,종료,패,승,7,7,0,0
2025-05-03,20250503NCLT0,사직,NC,롯데,13,4,종료,승,패,19,11,2,1
2025-05-03,20250503OBSS0,대구,두산,삼성,6,1,종료,승,패,10,4,1,0
2025-05-03,20250503WOKT0,수원,키움,KT,0,9,종료,패,승,6,13,0,0
2025-05-04,20250504SKLG0,잠실,SSG,LG,4,12,종료,패,승,7,9,1,2
2025-05-04,20250504NCLT0,사직,NC,롯데,9,6,종료,승,패,13,10,3,0
2025-05-04,20250504OBSS0,대구,두산,삼성,11,6,종료,승,패,15,8,2,3
2025-05-04,20250504WOKT0,수원,키움,KT,4,5,종료,패,승,7,8,0,1
2025-05-04,20250504HHHT0,광주,한화,KIA,3,1,종료,승,패,6,3,0,0
2025-05-05,20250505LGOB0,잠실,LG,두산,2,5,종료,패,승,7,10,0,1
2025-05-05,20250505SKLT0,사직,SSG,롯데,7,1,종료,승,패,10,3,1,0
2025-05-05,20250505NCKT0,수원,NC,KT,6,2,종료,승,패,10,7,0,1
2025-05-05,20250505HTWO0,고척,KIA,키움,13,1,종료,승,패,15,7,1,0
2025-05-05,20250505SSHH0,대전,삼성,한화,1,3,종료,패,승,5,9,1,1
