date,game_id,stadium,away_team,home_team,away_score,home_score,status,away_result,home_result,away_hit,home_hit,away_hr,home_hr
2025-06-24,20250624LGKT0,수원,LG,KT,0,5,종료,패,승,8,9,0,1
2025-06-24,20250624HTWO0,고척,KIA,키움,6,9,종료,패,승,9,13,3,1
2025-06-25,20250625SKOB0,잠실,SSG,두산,0,0,예정,예정,예정,0,0,0,0
2025-06-25,20250625HHSS0,대구,한화,삼성,2,7,종료,패,승,6,11,2,1
2025-06-25,20250625LTNC0,창원,롯데,NC,2,7,종료,패,승,3,14,0,2
2025-06-25,20250625LGKT0,수원,LG,KT,0,0,예정,예정,예정,0,0,0,0
2025-06-25,20250625HTWO0,고척,KIA,키움,6,3,종료,승,패,12,7,1,0
2025-06-26,20250626SKOB0,잠실,SSG,두산,4,1,종료,승,패,14,4,0,0
2025-06-26,20250626HHSS0,대구,한화,삼성,3,1,종료,승,패,6,8,0,1
2025-06-26,20250626LTNC0,창원,롯데,NC,7,6,종료,승,패,12,7,2,0
2025-06-26,20250626LGKT0,수원,LG,KT,4,3,종료,승,패,8,7,0,1
2025-06-26,20250626HTWO0,고척,KIA,키움,5,5,종료,무,무,10,11,0,0
2025-06-27,20250627HTLG0,잠실,KIA,LG,3,4,종료,패,승,8,6,1,1
2025-06-27,20250627HHSK0,문학,한화,SSG,6,8,종료,패,승,10,11,1,1
2025-06-27,20250627KTLT0,사직,KT,롯데,11,8,종료,승,패,17,16,0,1
2025-06-27,20250627OBNC0,창원,두산,NC,9,10,종료,패,승,14,12,3,1
2025-06-27,20250627SSWO0,고척,삼성,키움,4,5,종료,패,승,1,8,0,1
2025-06-28,20250628HTLG0,잠실,KIA,LG,9,8,종료,승,패,14,17,1,2
2025-06-28,20250628HHSK0,문학,한화,SSG,5,2,종료,승,패,7,8,1,2
2025-06-28,20250628KTLT0,사직,KT,롯데,4,0,종료,승,패,13,7,0,0
2025-06-28,20250628OBNC0,창원,두산,NC,1,3,종료,패,승,4,8,0,1
2025-06-28,20250628SSWO0,고척,삼성,키움,0,9,종료,패,승,6,10,0,4
2025-06-29,20250629SSWO0,고척,삼성,키움,7,10,종료,패,승,10,16,0,1
2025-06-29,20250629HTLG0,잠실,KIA,LG,12,2,종료,승,패,13,7,0,0
2025-06-29,20250629HHSK0,문학,한화,SSG,0,2,종료,패,승,3,8,0,2
2025-06-29,20250629KTLT0,사직,KT,롯데,5,10,종료,패,승,7,13,2,0
2025-06-29,20250629OBNC0,창원,두산,NC,7,3,종료,승,패,12,6,2,0
2025-06-30,20250701SSOB0,잠실,삼성,두산,4,1,종료,승,패,7,3,1,0
2025-06-30,20250701LGLT0,사직,LG,롯데,3,2,종료,승,패,8,5,1,0
2025-06-30,20250701WOKT0,수원,키움,KT,7,3,종료,승,패,13,5,1,2
2025-06-30,20250701SKHT0,광주,SSG,KIA,2,3,종료,패,승,5,6,1,0
2025-06-30,20250701NCHH0,대전,NC,한화,4,8,종료,패,승,10,9,0,3
2025-07-01,20250701SSOB0,잠실,삼성,두산,4,1,종료,승,패,7,3,1,0
2025-07-01,20250701LGLT0,사직,LG,롯데,3,2,종료,승,패,8,5,1,0
2025-07-01,20250701WOKT0,수원,키움,KT,7,3,종료,승,패,13,5,1,2
2025-07-01,20250701SKHT0,광주,SSG,KIA,2,3,종료,패,승,5,6,1,0
2025-07-01,20250701NCHH0,대전,NC,한화,4,8,종료,패,승,10,9,0,3
2025-07-02,20250702SSOB0,잠실,삼성,두산,0,5,종료,패,승,7,7,0,0
2025-07-02,20250702LGLT0,사직,LG,롯데,2,5,종료,패,승,9,5,0,1
2025-07-02,20250702WOKT0,수원,키움,KT,2,4,종료,패,승,10,7,0,0
2025-07-02,20250702SKHT0,광주,SSG,KIA,8,5,종료,승,패,10,12,1,1
2025-07-02,20250702NCHH0,대전,NC,한화,2,0,종료,승,패,8,5,1,0
2025-07-03,20250703SSOB0,잠실,삼성,두산,6,4,종료,승,패,8,11,1,1
2025-07-03,20250703LGLT0,사직,LG,롯데,0,2,종료,패,승,5,7,0,0
2025-07-03,20250703WOKT0,수원,키움,KT,2,6,종료,패,승,7,9,1,1
2025-07-03,20250703SKHT0,광주,SSG,KIA,2,3,종료,패,승,6,8,0,0
2025-07-03,20250703NCHH0,대전,NC,한화,7,7,종료,무,무,9,14,0,2
2025-07-04,20250704KTOB0,잠실,KT,두산,6,3,종료,승,패,10,9,0,0
2025-07-04,20250704LGSS0,대구,LG,삼성,1,4,종료,패,승,2,11,1,1
2025-07-04,20250704SKNC0,창원,SSG,NC,4,0,종료,승,패,5,4,0,0
2025-07-04,20250704LTHT0,광주,롯데,KIA,5,7,종료,패,승,10,11,0,1
2025-07-04,20250704HHWO0,고척,한화,키움,2,1,종료,승,패,9,5,1,0
2025-07-05,20250705KTOB0,잠실,KT,두산,2,6,종료,패,승,7,8,0,0
2025-07-05,20250705LGSS0,대구,LG,삼성,6,7,종료,패,승,10,11,0,1
2025-07-05,20250705SKNC0,창원,SSG,NC,6,1,종료,승,패,5,4,1,0
2025-07-05,20250705LTHT0,광주,롯데,KIA,0,13,종료,패,승,5,17,0,3
2025-07-05,20250705HHWO0,고척,한화,키움,6,4,종료,승,패,10,11,1,1
2025-07-06,20250706HHWO0,고척,한화,키움,10,1,종료,승,패,12,4,4,0
2025-07-06,20250706KTOB0,잠실,KT,두산,7,8,종료,패,승,9,10,0,2
2025-07-06,20250706LGSS0,대구,LG,삼성,4,2,종료,승,패,10,8,1,1
2025-07-06,20250706SKNC0,창원,SSG,NC,2,3,종료,패,승,7,7,0,0
2025-07-06,20250706LTHT0,광주,롯데,KIA,5,2,종료,승,패,14,8,0,0
2025-07-07,20250708WOLG0,잠실,키움,LG,3,4,종료,패,승,7,9,1,0
2025-07-07,20250708KTSK0,문학,KT,SSG,1,7,종료,패,승,4,9,0,1
2025-07-07,20250708OBLT0,사직,두산,롯데,8,5,종료,승,패,12,10,2,1
2025-07-07,20250708SSNC0,창원,삼성,NC,9,10,종료,패,승,13,15,1,1
2025-07-07,20250708HTHH0,대전,KIA,한화,8,14,종료,패,승,15,16,1,0
2025-07-08,20250708WOLG0,잠실,키움,LG,3,4,종료,패,승,7,9,1,0
2025-07-08,20250708KTSK0,문학,KT,SSG,1,7,종료,패,승,4,9,0,1
2025-07-08,20250708OBLT0,사직,두산,롯데,8,5,종료,승,패,12,10,2,1
2025-07-08,20250708SSNC0,창원,삼성,NC,9,10,종료,패,승,13,15,1,1
2025-07-08,20250708HTHH0,대전,KIA,한화,8,14,종료,패,승,15,16,1,0
2025-07-09,20250709WOLG0,잠실,키움,LG,6,12,종료,패,승,13,16,1,1
2025-07-09,20250709KTSK0,문학,KT,SSG,10,3,종료,승,패,13,9,3,1
2025-07-09,20250709OBLT0,사직,두산,롯데,4,5,종료,패,승,13,8,0,0
2025-07-09,20250709SSNC0,창원,삼성,NC,0,3,종료,패,승,8,5,0,0
2025-07-09,20250709HTHH0,대전,KIA,한화,4,7,종료,패,승,6,9,1,1
2025-07-10,20250710WOLG0,잠실,키움,LG,4,3,종료,승,패,7,8,0,1
2025-07-10,20250710KTSK0,문학,KT,SSG,4,2,종료,승,패,7,5,0,1
2025-07-10,20250710OBLT0,사직,두산,롯데,9,0,종료,승,패,16,4,1,0
2025-07-10,20250710SSNC0,창원,삼성,NC,5,7,종료,패,승,12,10,2,0
2025-07-10,20250710HTHH0,대전,KIA,한화,2,3,종료,패,승,7,9,0,0
2025-07-11,20250712EAWE0,대전,드림,나눔,6,8,종료,패,승,13,14,1,2
2025-07-12,20250712EAWE0,대전,드림,나눔,6,8,종료,패,승,13,14,1,2
2025-07-13,20250717LTLG0,잠실,롯데,LG,0,0,예정,예정,예정,0,0,0,0
2025-07-13,20250717OBSK0,문학,두산,SSG,0,0,예정,예정,예정,0,0,0,0
2025-07-13,20250717WOSS0,대구,키움,삼성,0,0,예정,예정,예정,0,0,0,0
2025-07-13,20250717HHKT0,수원,한화,KT,0,0,예정,예정,예정,0,0,0,0
2025-07-13,20250717NCHT0,광주,NC,KIA,0,0,예정,예정,예정,0,0,0,0
2025-07-14,20250717LTLG0,잠실,롯데,LG,0,0,예정,예정,예정,0,0,0,0
2025-07-14,20250717OBSK0,문학,두산,SSG,0,0,예정,예정,예정,0,0,0,0
2025-07-14,20250717WOSS0,대구,키움,삼성,0,0,예정,예정,예정,0,0,0,0
2025-07-14,20250717HHKT0,수원,한화,KT,0,0,예정,예정,예정,0,0,0,0
2025-07-14,20250717NCHT0,광주,NC,KIA,0,0,예정,예정,예정,0,0,0,0
2025-07-15,20250717LTLG0,잠실,롯데,LG,0,0,예정,예정,예정,0,0,0,0
2025-07-15,20250717OBSK0,문학,두산,SSG,0,0,예정,예정,예정,0,0,0,0
2025-07-15,20250717WOSS0,대구,키움,삼성,0,0,예정,예정,예정,0,0,0,0
2025-07-15,20250717HHKT0,수원,한화,KT,0,0,예정,예정,예정,0,0,0,0
2025-07-15,20250717NCHT0,광주,NC,KIA,0,0,예정,예정,예정,0,0,0,0
2025-07-16,20250717LTLG0,잠실,롯데,LG,0,0,예정,예정,예정,0,0,0,0
2025-07-16,20250717OBSK0,문학,두산,SSG,0,0,예정,예정,예정,0,0,0,0
2025-07-16,20250717WOSS0,대구,키움,삼성,0,0,예정,예정,예정,0,0,0,0
2025-07-16,20250717HHKT0,수원,한화,KT,0,0,예정,예정,예정,0,0,0,0
2025-07-16,20250717NCHT0,광주,NC,KIA,0,0,예정,예정,예정,0,0,0,0
2025-07-17,20250717LTLG0,잠실,롯데,LG,0,0,예정,예정,예정,0,0,0,0
2025-07-17,20250717OBSK0,문학,두산,SSG,0,0,예정,예정,예정,0,0,0,0
2025-07-17,20250717WOSS0,대구,키움,삼성,0,0,예정,예정,예정,0,0,0,0
2025-07-17,20250717HHKT0,수원,한화,KT,0,0,예정,예정,예정,0,0,0,0
2025-07-17,20250717NCHT0,광주,NC,KIA,0,0,예정,예정,예정,0,0,0,0
2025-07-18,20250718LTLG0,잠실,롯데,LG,1,2,종료,패,승,8,6,0,1
2025-07-18,20250718OBSK0,문학,두산,SSG,0,0,예정,예정,예정,0,0,0,0
2025-07-18,20250718WOSS0,대구,키움,삼성,0,0,예정,예정,예정,0,0,0,0
2025-07-18,20250718HHKT0,수원,한화,KT,5,0,종료,승,패,7,5,1,0
2025-07-18,20250718NCHT0,광주,NC,KIA,0,0,예정,예정,예정,0,0,0,0
2025-07-19,20250719LTLG0,잠실,롯데,LG,6,1,종료,승,패,5,7,0,0
2025-07-19,20250719OBSK0,문학,두산,SSG,5,0,종료,승,패,8,5,3,0
2025-07-19,20250719WOSS0,대구,키움,삼성,0,0,예정,예정,예정,0,0,0,0
2025-07-19,20250719HHKT0,수원,한화,KT,6,5,종료,승,패,13,9,1,0
2025-07-19,20250719NCHT0,광주,NC,KIA,0,0,예정,예정,예정,0,0,0,0
2025-07-20,20250720LTLG0,잠실,롯데,LG,2,3,종료,패,승,9,6,0,1
2025-07-20,20250720OBSK0,문학,두산,SSG,2,1,종료,승,패,6,3,0,1
2025-07-20,20250720WOSS0,대구,키움,삼성,10,15,종료,패,승,13,15,2,6
2025-07-20,20250720HHKT0,수원,한화,KT,10,0,종료,승,패,15,6,2,0
2025-07-20,20250720NCHT0,광주,NC,KIA,2,3,종료,패,승,5,11,2,1
2025-07-21,20250722HHOB0,잠실,한화,두산,2,1,종료,승,패,8,4,2,0
2025-07-21,20250722SKSS0,대구,SSG,삼성,5,7,종료,패,승,12,14,0,0
2025-07-21,20250722KTNC0,창원,KT,NC,7,0,종료,승,패,8,3,1,0
2025-07-21,20250722LGHT0,광주,LG,KIA,9,7,종료,승,패,13,11,2,1
2025-07-21,20250722LTWO0,고척,롯데,키움,3,6,종료,패,승,5,12,0,0
2025-07-22,20250722HHOB0,잠실,한화,두산,2,1,종료,승,패,8,4,2,0
2025-07-22,20250722SKSS0,대구,SSG,삼성,5,7,종료,패,승,12,14,0,0
2025-07-22,20250722KTNC0,창원,KT,NC,7,0,종료,승,패,8,3,1,0
2025-07-22,20250722LGHT0,광주,LG,KIA,9,7,종료,승,패,13,11,2,1
2025-07-22,20250722LTWO0,고척,롯데,키움,3,6,종료,패,승,5,12,0,0
2025-07-23,20250723HHOB0,잠실,한화,두산,2,13,종료,패,승,8,15,1,4
2025-07-23,20250723SKSS0,대구,SSG,삼성,0,9,종료,패,승,5,13,0,0
2025-07-23,20250723KTNC0,창원,KT,NC,9,2,종료,승,패,10,3,1,0
2025-07-23,20250723LGHT0,광주,LG,KIA,6,5,종료,승,패,13,8,3,1
2025-07-23,20250723LTWO0,고척,롯데,키움,4,1,종료,승,패,8,9,0,0
2025-07-24,20250724HHOB0,잠실,한화,두산,4,4,종료,무,무,14,10,0,1
2025-07-24,20250724SKSS0,대구,SSG,삼성,3,1,종료,승,패,7,7,2,0
2025-07-24,20250724KTNC0,창원,KT,NC,5,4,종료,승,패,11,8,0,0
2025-07-24,20250724LGHT0,광주,LG,KIA,8,0,종료,승,패,11,4,1,0
2025-07-24,20250724LTWO0,고척,롯데,키움,4,0,종료,승,패,7,2,1,0
2025-07-25,20250725LGOB0,잠실,LG,두산,6,5,종료,승,패,10,9,0,0
2025-07-25,20250725HTLT0,사직,KIA,롯데,4,7,종료,패,승,10,14,2,1
2025-07-25,20250725WONC0,창원,키움,NC,7,16,종료,패,승,10,15,1,2
2025-07-25,20250725SSKT0,수원,삼성,KT,5,8,종료,패,승,10,8,1,2
2025-07-25,20250725SKHH0,대전,SSG,한화,0,4,종료,패,승,5,9,0,0
2025-07-26,20250726LGOB0,잠실,LG,두산,4,3,종료,승,패,5,11,0,0
2025-07-26,20250726HTLT0,사직,KIA,롯데,4,9,종료,패,승,8,12,1,1
2025-07-26,20250726WONC0,창원,키움,NC,6,8,종료,패,승,11,13,3,2
2025-07-26,20250726SSKT0,수원,삼성,KT,11,0,종료,승,패,15,2,1,0
2025-07-26,20250726SKHH0,대전,SSG,한화,9,3,종료,승,패,13,10,0,0
2025-07-27,20250727LGOB0,잠실,LG,두산,6,9,종료,패,승,11,13,1,0
2025-07-27,20250727HTLT0,사직,KIA,롯데,3,5,종료,패,승,7,10,1,0
2025-07-27,20250727WONC0,창원,키움,NC,4,12,종료,패,승,6,12,0,3
2025-07-27,20250727SSKT0,수원,삼성,KT,3,4,종료,패,승,9,9,1,0
2025-07-27,20250727SKHH0,대전,SSG,한화,3,2,종료,승,패,8,5,1,1
2025-07-28,20250729KTLG0,잠실,KT,LG,2,8,종료,패,승,5,16,0,0
2025-07-28,20250729WOSK0,문학,키움,SSG,3,9,종료,패,승,7,10,0,3
2025-07-28,20250729NCLT0,사직,NC,롯데,4,6,종료,패,승,5,8,0,1
2025-07-28,20250729OBHT0,광주,두산,KIA,9,6,종료,승,패,13,9,1,3
2025-07-28,20250729SSHH0,대전,삼성,한화,9,2,종료,승,패,12,8,3,0
2025-07-29,20250729KTLG0,잠실,KT,LG,2,8,종료,패,승,5,16,0,0
2025-07-29,20250729WOSK0,문학,키움,SSG,3,9,종료,패,승,7,10,0,3
2025-07-29,20250729NCLT0,사직,NC,롯데,4,6,종료,패,승,5,8,0,1
2025-07-29,20250729OBHT0,광주,두산,KIA,9,6,종료,승,패,13,9,1,3
2025-07-29,20250729SSHH0,대전,삼성,한화,9,2,종료,승,패,12,8,3,0
2025-07-30,20250730KTLG0,잠실,KT,LG,0,5,종료,패,승,7,10,0,1
2025-07-30,20250730WOSK0,문학,키움,SSG,5,5,종료,무,무,8,11,2,1
2025-07-30,20250730NCLT0,사직,NC,롯데,9,4,종료,승,패,18,9,0,0
2025-07-30,20250730OBHT0,광주,두산,KIA,2,2,종료,무,무,7,10,0,0
2025-07-30,20250730SSHH0,대전,삼성,한화,0,5,종료,패,승,8,8,0,3
2025-07-31,20250731KTLG0,잠실,KT,LG,0,18,종료,패,승,5,21,0,2
2025-07-31,20250731WOSK0,문학,키움,SSG,2,4,종료,패,승,5,5,1,0
2025-07-31,20250731NCLT0,사직,NC,롯데,5,11,종료,패,승,8,11,0,1
2025-07-31,20250731OBHT0,광주,두산,KIA,2,3,종료,패,승,7,8,1,1
2025-07-31,20250731SSHH0,대전,삼성,한화,1,7,종료,패,승,2,11,0,1
2025-08-01,20250801SKOB0,잠실,SSG,두산,7,2,종료,승,패,11,4,2,0
2025-08-01,20250801LGSS0,대구,LG,삼성,4,2,종료,승,패,8,8,1,0
2025-08-01,20250801KTNC0,창원,KT,NC,3,5,종료,패,승,8,13,2,2
2025-08-01,20250801HHHT0,광주,한화,KIA,2,3,종료,패,승,5,8,0,0
2025-08-01,20250801LTWO0,고척,롯데,키움,0,2,종료,패,승,4,7,0,0
2025-08-02,20250802SKOB0,잠실,SSG,두산,4,5,종료,패,승,8,8,1,1
2025-08-02,20250802LGSS0,대구,LG,삼성,3,2,종료,승,패,7,4,3,2
2025-08-02,20250802KTNC0,창원,KT,NC,6,7,종료,패,승,8,15,1,2
2025-08-02,20250802HHHT0,광주,한화,KIA,0,0,예정,예정,예정,0,0,0,0
2025-08-02,20250802LTWO0,고척,롯데,키움,3,2,종료,승,패,5,5,0,0
2025-08-03,20250803LTWO0,고척,롯데,키움,9,3,종료,승,패,13,8,0,0
2025-08-03,20250803SKOB0,잠실,SSG,두산,3,2,종료,승,패,9,13,0,0
2025-08-03,20250803LGSS0,대구,LG,삼성,6,3,종료,승,패,6,8,1,0
2025-08-03,20250803KTNC0,창원,KT,NC,1,1,종료,무,무,7,4,0,1
2025-08-03,20250803HHHT0,광주,한화,KIA,0,0,예정,예정,예정,0,0,0,0
